shapefile_name,store_name,layer_name,workspace,qualified_name,status,uploaded_at,wfs_url,wms_url,message
Kharmang_buildings.shp,Kharmang_buildings,Kharmang_buildings,infra_portal,infra_portal:Kharmang_buildings,uploaded,2026-05-11 09:58:25,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AKharmang_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AKharmang_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Khushab_buildings.shp,Khushab_buildings,Khushab_buildings,infra_portal,infra_portal:Khushab_buildings,uploaded,2026-05-05 08:57:35,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AKhushab_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AKhushab_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Khuzdar_buildings.shp,Khuzdar_buildings,Khuzdar_buildings,infra_portal,infra_portal:Khuzdar_buildings,uploaded,2026-05-05 08:57:37,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AKhuzdar_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AKhuzdar_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Khyber_buildings.shp,Khyber_buildings,Khyber_buildings,infra_portal,infra_portal:Khyber_buildings,uploaded,2026-05-05 08:57:37,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AKhyber_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AKhyber_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Killa_Abdullah_buildings.shp,Killa_Abdullah_buildings,Killa_Abdullah_buildings,infra_portal,infra_portal:Killa_Abdullah_buildings,uploaded,2026-05-05 08:57:38,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AKilla_Abdullah_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AKilla_Abdullah_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Killa_Saifullah_buildings.shp,Killa_Saifullah_buildings,Killa_Saifullah_buildings,infra_portal,infra_portal:Killa_Saifullah_buildings,uploaded,2026-05-05 08:57:39,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AKilla_Saifullah_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AKilla_Saifullah_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Kohat_buildings.shp,Kohat_buildings,Kohat_buildings,infra_portal,infra_portal:Kohat_buildings,uploaded,2026-05-05 08:57:39,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AKohat_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AKohat_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Kohlu_buildings.shp,Kohlu_buildings,Kohlu_buildings,infra_portal,infra_portal:Kohlu_buildings,uploaded,2026-05-05 08:57:39,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AKohlu_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AKohlu_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Kolai_Palas_buildings.shp,Kolai_Palas_buildings,Kolai_Palas_buildings,infra_portal,infra_portal:Kolai_Palas_buildings,uploaded,2026-05-11 09:58:26,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AKolai_Palas_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AKolai_Palas_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Kotli_buildings.shp,Kotli_buildings,Kotli_buildings,infra_portal,infra_portal:Kotli_buildings,uploaded,2026-05-05 08:57:39,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AKotli_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AKotli_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Kurram_buildings.shp,Kurram_buildings,Kurram_buildings,infra_portal,infra_portal:Kurram_buildings,uploaded,2026-05-11 09:58:27,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AKurram_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AKurram_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Lahore_buildings.shp,Lahore_buildings,Lahore_buildings,infra_portal,infra_portal:Lahore_buildings,uploaded,2026-05-05 08:57:39,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ALahore_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ALahore_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Lakki_Marwat_buildings.shp,Lakki_Marwat_buildings,Lakki_Marwat_buildings,infra_portal,infra_portal:Lakki_Marwat_buildings,uploaded,2026-05-11 09:58:29,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ALakki_Marwat_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ALakki_Marwat_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Larkana_buildings.shp,Larkana_buildings,Larkana_buildings,infra_portal,infra_portal:Larkana_buildings,uploaded,2026-05-05 08:57:39,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ALarkana_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ALarkana_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Lasbela_buildings.shp,Lasbela_buildings,Lasbela_buildings,infra_portal,infra_portal:Lasbela_buildings,uploaded,2026-05-11 09:58:30,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ALasbela_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ALasbela_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Layyah_buildings.shp,Layyah_buildings,Layyah_buildings,infra_portal,infra_portal:Layyah_buildings,uploaded,2026-05-05 08:57:39,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ALayyah_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ALayyah_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Lehri_buildings.shp,Lehri_buildings,Lehri_buildings,infra_portal,infra_portal:Lehri_buildings,uploaded,2026-05-05 08:57:39,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ALehri_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ALehri_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Lodhran_buildings.shp,Lodhran_buildings,Lodhran_buildings,infra_portal,infra_portal:Lodhran_buildings,uploaded,2026-05-05 08:57:39,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ALodhran_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ALodhran_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Loralai_buildings.shp,Loralai_buildings,Loralai_buildings,infra_portal,infra_portal:Loralai_buildings,uploaded,2026-05-05 08:57:40,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ALoralai_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ALoralai_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Lower_Dir_buildings.shp,Lower_Dir_buildings,Lower_Dir_buildings,infra_portal,infra_portal:Lower_Dir_buildings,uploaded,2026-05-05 08:57:40,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ALower_Dir_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ALower_Dir_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Lower_Kohistan_buildings.shp,Lower_Kohistan_buildings,Lower_Kohistan_buildings,infra_portal,infra_portal:Lower_Kohistan_buildings,uploaded,2026-05-11 09:58:30,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ALower_Kohistan_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ALower_Kohistan_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Malakand_buildings.shp,Malakand_buildings,Malakand_buildings,infra_portal,infra_portal:Malakand_buildings,uploaded,2026-05-05 08:57:40,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AMalakand_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AMalakand_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Mandi_Bahauddin_buildings.shp,Mandi_Bahauddin_buildings,Mandi_Bahauddin_buildings,infra_portal,infra_portal:Mandi_Bahauddin_buildings,uploaded,2026-05-05 08:57:40,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AMandi_Bahauddin_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AMandi_Bahauddin_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Mansehra_buildings.shp,Mansehra_buildings,Mansehra_buildings,infra_portal,infra_portal:Mansehra_buildings,uploaded,2026-05-11 09:58:33,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AMansehra_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AMansehra_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Mardan_buildings.shp,Mardan_buildings,Mardan_buildings,infra_portal,infra_portal:Mardan_buildings,uploaded,2026-05-05 08:57:40,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AMardan_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AMardan_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Mastung_buildings.shp,Mastung_buildings,Mastung_buildings,infra_portal,infra_portal:Mastung_buildings,uploaded,2026-05-05 08:57:41,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AMastung_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AMastung_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Matiari_buildings.shp,Matiari_buildings,Matiari_buildings,infra_portal,infra_portal:Matiari_buildings,uploaded,2026-05-05 08:57:41,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AMatiari_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AMatiari_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Mianwali_buildings.shp,Mianwali_buildings,Mianwali_buildings,infra_portal,infra_portal:Mianwali_buildings,uploaded,2026-05-05 08:57:41,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AMianwali_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AMianwali_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Mirpur_buildings.shp,Mirpur_buildings,Mirpur_buildings,infra_portal,infra_portal:Mirpur_buildings,uploaded,2026-05-05 08:57:41,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AMirpur_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AMirpur_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Mirpur_Khas_buildings.shp,Mirpur_Khas_buildings,Mirpur_Khas_buildings,infra_portal,infra_portal:Mirpur_Khas_buildings,uploaded,2026-05-11 09:58:36,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AMirpur_Khas_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AMirpur_Khas_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Mohmand_buildings.shp,Mohmand_buildings,Mohmand_buildings,infra_portal,infra_portal:Mohmand_buildings,uploaded,2026-05-05 08:57:41,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AMohmand_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AMohmand_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Multan_buildings.shp,Multan_buildings,Multan_buildings,infra_portal,infra_portal:Multan_buildings,uploaded,2026-05-05 08:57:41,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AMultan_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AMultan_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Musakhel_buildings.shp,Musakhel_buildings,Musakhel_buildings,infra_portal,infra_portal:Musakhel_buildings,uploaded,2026-05-05 08:57:42,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AMusakhel_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AMusakhel_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Muzaffarabad_buildings.shp,Muzaffarabad_buildings,Muzaffarabad_buildings,infra_portal,infra_portal:Muzaffarabad_buildings,uploaded,2026-05-05 08:57:42,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AMuzaffarabad_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AMuzaffarabad_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Muzaffargarh_buildings.shp,Muzaffargarh_buildings,Muzaffargarh_buildings,infra_portal,infra_portal:Muzaffargarh_buildings,uploaded,2026-05-05 08:57:42,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AMuzaffargarh_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AMuzaffargarh_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Nagar_buildings.shp,Nagar_buildings,Nagar_buildings,infra_portal,infra_portal:Nagar_buildings,uploaded,2026-05-11 09:58:36,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ANagar_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ANagar_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Nankana_Sahib_buildings.shp,Nankana_Sahib_buildings,Nankana_Sahib_buildings,infra_portal,infra_portal:Nankana_Sahib_buildings,uploaded,2026-05-05 08:57:42,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ANankana_Sahib_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ANankana_Sahib_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Narowal_buildings.shp,Narowal_buildings,Narowal_buildings,infra_portal,infra_portal:Narowal_buildings,uploaded,2026-05-05 08:57:42,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ANarowal_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ANarowal_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Nasirabad_buildings.shp,Nasirabad_buildings,Nasirabad_buildings,infra_portal,infra_portal:Nasirabad_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ANasirabad_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ANasirabad_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Naushahro_Feroze_buildings.shp,Naushahro_Feroze_buildings,Naushahro_Feroze_buildings,infra_portal,infra_portal:Naushahro_Feroze_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ANaushahro_Feroze_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ANaushahro_Feroze_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Neelam_Valley_buildings.shp,Neelam_Valley_buildings,Neelam_Valley_buildings,infra_portal,infra_portal:Neelam_Valley_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ANeelam_Valley_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ANeelam_Valley_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
North_Waziristan_buildings.shp,North_Waziristan_buildings,North_Waziristan_buildings,infra_portal,infra_portal:North_Waziristan_buildings,uploaded,2026-05-11 09:58:37,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ANorth_Waziristan_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ANorth_Waziristan_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
