shapefile_name,store_name,layer_name,workspace,qualified_name,status,uploaded_at,wfs_url,wms_url,message
Nowshera_buildings.shp,Nowshera_buildings,Nowshera_buildings,infra_portal,infra_portal:Nowshera_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ANowshera_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ANowshera_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Nushki_buildings.shp,Nushki_buildings,Nushki_buildings,infra_portal,infra_portal:Nushki_buildings,uploaded,2026-05-11 09:58:38,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ANushki_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ANushki_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Okara_buildings.shp,Okara_buildings,Okara_buildings,infra_portal,infra_portal:Okara_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AOkara_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AOkara_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Orakzai_buildings.shp,Orakzai_buildings,Orakzai_buildings,infra_portal,infra_portal:Orakzai_buildings,uploaded,2026-05-11 09:58:39,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AOrakzai_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AOrakzai_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Pakpattan_buildings.shp,Pakpattan_buildings,Pakpattan_buildings,infra_portal,infra_portal:Pakpattan_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3APakpattan_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3APakpattan_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Panjgur_buildings.shp,Panjgur_buildings,Panjgur_buildings,infra_portal,infra_portal:Panjgur_buildings,uploaded,2026-05-11 09:58:39,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3APanjgur_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3APanjgur_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Peshawar_buildings.shp,Peshawar_buildings,Peshawar_buildings,infra_portal,infra_portal:Peshawar_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3APeshawar_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3APeshawar_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Pishin_buildings.shp,Pishin_buildings,Pishin_buildings,infra_portal,infra_portal:Pishin_buildings,uploaded,2026-05-11 09:58:41,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3APishin_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3APishin_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Poonch_buildings.shp,Poonch_buildings,Poonch_buildings,infra_portal,infra_portal:Poonch_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3APoonch_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3APoonch_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Qambar_Shahdadkot_buildings.shp,Qambar_Shahdadkot_buildings,Qambar_Shahdadkot_buildings,infra_portal,infra_portal:Qambar_Shahdadkot_buildings,uploaded,2026-05-11 09:58:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AQambar_Shahdadkot_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AQambar_Shahdadkot_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Quetta_buildings.shp,Quetta_buildings,Quetta_buildings,infra_portal,infra_portal:Quetta_buildings,uploaded,2026-05-11 09:58:44,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AQuetta_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AQuetta_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Rahim_Yar_Khan_buildings.shp,Rahim_Yar_Khan_buildings,Rahim_Yar_Khan_buildings,infra_portal,infra_portal:Rahim_Yar_Khan_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ARahim_Yar_Khan_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ARahim_Yar_Khan_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Rajanpur_buildings.shp,Rajanpur_buildings,Rajanpur_buildings,infra_portal,infra_portal:Rajanpur_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ARajanpur_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ARajanpur_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Rawalpindi_buildings.shp,Rawalpindi_buildings,Rawalpindi_buildings,infra_portal,infra_portal:Rawalpindi_buildings,uploaded,2026-05-11 09:58:54,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ARawalpindi_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ARawalpindi_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Roundu_buildings.shp,Roundu_buildings,Roundu_buildings,infra_portal,infra_portal:Roundu_buildings,uploaded,2026-05-11 09:58:54,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ARoundu_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ARoundu_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Sahiwal_buildings.shp,Sahiwal_buildings,Sahiwal_buildings,infra_portal,infra_portal:Sahiwal_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ASahiwal_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ASahiwal_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Sanghar_buildings.shp,Sanghar_buildings,Sanghar_buildings,infra_portal,infra_portal:Sanghar_buildings,uploaded,2026-05-11 09:58:58,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ASanghar_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ASanghar_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Sargodha_buildings.shp,Sargodha_buildings,Sargodha_buildings,infra_portal,infra_portal:Sargodha_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ASargodha_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ASargodha_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Shaheed_Benazir_Abad_buildings.shp,Shaheed_Benazir_Abad_buildings,Shaheed_Benazir_Abad_buildings,infra_portal,infra_portal:Shaheed_Benazir_Abad_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AShaheed_Benazir_Abad_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AShaheed_Benazir_Abad_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Shangla_buildings.shp,Shangla_buildings,Shangla_buildings,infra_portal,infra_portal:Shangla_buildings,uploaded,2026-05-11 09:58:59,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AShangla_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AShangla_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Sheikhupura_buildings.shp,Sheikhupura_buildings,Sheikhupura_buildings,infra_portal,infra_portal:Sheikhupura_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ASheikhupura_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ASheikhupura_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Sherani_buildings.shp,Sherani_buildings,Sherani_buildings,infra_portal,infra_portal:Sherani_buildings,uploaded,2026-05-11 09:58:59,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ASherani_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ASherani_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Shikarpur_buildings.shp,Shikarpur_buildings,Shikarpur_buildings,infra_portal,infra_portal:Shikarpur_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AShikarpur_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AShikarpur_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Sialkot_buildings.shp,Sialkot_buildings,Sialkot_buildings,infra_portal,infra_portal:Sialkot_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ASialkot_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ASialkot_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Sibi_buildings.shp,Sibi_buildings,Sibi_buildings,infra_portal,infra_portal:Sibi_buildings,uploaded,2026-05-11 09:59:00,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ASibi_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ASibi_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Sohbatpur_buildings.shp,Sohbatpur_buildings,Sohbatpur_buildings,infra_portal,infra_portal:Sohbatpur_buildings,uploaded,2026-05-11 09:59:00,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ASohbatpur_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ASohbatpur_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
South_Waziristan_buildings.shp,South_Waziristan_buildings,South_Waziristan_buildings,infra_portal,infra_portal:South_Waziristan_buildings,uploaded,2026-05-11 09:59:01,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ASouth_Waziristan_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ASouth_Waziristan_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Sudhnoti_buildings.shp,Sudhnoti_buildings,Sudhnoti_buildings,infra_portal,infra_portal:Sudhnoti_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ASudhnoti_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ASudhnoti_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Sujawal_buildings.shp,Sujawal_buildings,Sujawal_buildings,infra_portal,infra_portal:Sujawal_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ASujawal_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ASujawal_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Sukkur_buildings.shp,Sukkur_buildings,Sukkur_buildings,infra_portal,infra_portal:Sukkur_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ASukkur_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ASukkur_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Surab_buildings.shp,Surab_buildings,Surab_buildings,infra_portal,infra_portal:Surab_buildings,uploaded,2026-05-11 09:59:02,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ASurab_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ASurab_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Swabi_buildings.shp,Swabi_buildings,Swabi_buildings,infra_portal,infra_portal:Swabi_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ASwabi_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ASwabi_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Swat_buildings.shp,Swat_buildings,Swat_buildings,infra_portal,infra_portal:Swat_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ASwat_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ASwat_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Tando_Allahyar_buildings.shp,Tando_Allahyar_buildings,Tando_Allahyar_buildings,infra_portal,infra_portal:Tando_Allahyar_buildings,uploaded,2026-05-11 09:59:03,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ATando_Allahyar_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ATando_Allahyar_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Tando_Muhammad_Khan_buildings.shp,Tando_Muhammad_Khan_buildings,Tando_Muhammad_Khan_buildings,infra_portal,infra_portal:Tando_Muhammad_Khan_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ATando_Muhammad_Khan_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ATando_Muhammad_Khan_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Tangir_buildings.shp,Tangir_buildings,Tangir_buildings,infra_portal,infra_portal:Tangir_buildings,uploaded,2026-05-11 09:59:03,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ATangir_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ATangir_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Tank_buildings.shp,Tank_buildings,Tank_buildings,infra_portal,infra_portal:Tank_buildings,uploaded,2026-05-11 09:59:04,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ATank_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ATank_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Tharparkar_buildings.shp,Tharparkar_buildings,Tharparkar_buildings,infra_portal,infra_portal:Tharparkar_buildings,uploaded,2026-05-11 09:59:07,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ATharparkar_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ATharparkar_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Thatta_buildings.shp,Thatta_buildings,Thatta_buildings,infra_portal,infra_portal:Thatta_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AThatta_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AThatta_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Toba_Tek_Singh_buildings.shp,Toba_Tek_Singh_buildings,Toba_Tek_Singh_buildings,infra_portal,infra_portal:Toba_Tek_Singh_buildings,uploaded,2026-05-05 08:57:43,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AToba_Tek_Singh_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AToba_Tek_Singh_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Already existed in GeoServer. Added to CSV with links.
Tor_Ghar_buildings.shp,Tor_Ghar_buildings,Tor_Ghar_buildings,infra_portal,infra_portal:Tor_Ghar_buildings,uploaded,2026-05-11 09:59:07,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3ATor_Ghar_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3ATor_Ghar_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
Umer_Kot_buildings.shp,Umer_Kot_buildings,Umer_Kot_buildings,infra_portal,infra_portal:Umer_Kot_buildings,uploaded,2026-05-11 09:59:10,http://172.18.1.151:8080/geoserver/infra_portal/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=infra_portal%3AUmer_Kot_buildings&outputFormat=application%2Fjson&srsName=EPSG%3A4326,http://172.18.1.151:8080/geoserver/infra_portal/wms?service=WMS&version=1.1.0&request=GetMap&layers=infra_portal%3AUmer_Kot_buildings&styles=&bbox=-180%2C-90%2C180%2C90&width=1024&height=512&srs=EPSG%3A4326&format=image%2Fpng&transparent=true,Uploaded successfully. HTTP 201
